CURRENT_TAXONOMIC_NAME,Ecoregion,meanLat,Realm,TrophicGrp,TrophicGrp,Lmax,meanN
Ostorhinchus cavitensis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,6.5,2.5
Ostorhinchus cookii,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,10,10.1125
Ostorhinchus pallidofasciatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,7,1.625
Ostorhinchus wassinki,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,7,23.46341463
Ostracion cubicus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Oxycheilinus digrammus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1.307692308
Parachaetodon ocellatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1
Parapercis clathrata,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,24,1.243902439
Parapercis millepunctata,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1
Parapercis snyderi,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,11,1.333333333
Parapercis xanthozona,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,23,1.882352941
Paraplotosus butleri,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,32.5,1
Parapriacanthus ransonneti,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,10,90
Parupeneus barberinus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,60,1
Parupeneus heptacanthus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,36,1.3
Parupeneus indicus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Pempheris analis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,9.571428571
Pentapodus paradiseus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Pentapodus porosus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,27,1.818181818
Plagiotremus rhinorhynchos,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Cleaner,Benthic carnivore,12,1
Platax batavianus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,65,1
Platax orbicularis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1
Platax pinnatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Platax teira,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,70,1.4
Plectorhinchus albovittatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,100,1
Plectorhinchus caeruleonothus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,100,1
Plectorhinchus chaetodonoides,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,72,1.1875
Plectorhinchus gibbosus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,75,1.277777778
Plectorhinchus multivittatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1.233333333
Plectorhinchus polytaenia,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1.933333333
Plectorhinchus schotaf,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,80,1.2
Pomacanthus sexstriatus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,46,1.552631579
Psammoperca waigiensis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,47,1.615384615
Pseudochromis fuscus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1
Pseudochromis wilsoni,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,8,1.62295082
Pygoplites diacanthus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,25,2.035714286
Rhynchostracion nasus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Sargocentron caudimaculatum,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.181818182
Sargocentron rubrum,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,32,1.545454545
Scolopsis affinis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,24,1
Scolopsis bilineata,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,23,2.285714286
Scolopsis monogramma,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,31,1.423913043
Scolopsis vosmeri,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.684210526
Siphamia tubifer,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,6.4,2.5
Stethojulis interrupta,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,13,6.936567164
Sufflamen chrysopterum,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.5
Taeniura lymma,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,35,1
Thalassoma hardwicke,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Thalassoma jansenii,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Thalassoma lunare,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,25,8.055916775
Trachinotus baillonii,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,60,7
Trachinotus blochii,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,110,1.5
Tragulichthys jaculiferus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Ucla xenogrammus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,4.7,1
Valenciennea alleni,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,7.4,2.25
Valenciennea muralis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,16,5.055555556
Valenciennea puellaris,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,2.45
Valenciennea randalli,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,16,4.375
Valenciennea strigata,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1.333333333
Zanclus cornutus,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,23,2
Zoramia fragilis,Arnhem Coast to Gulf of Carpenteria,-12.78161184,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,5.5,23.33333333
Balistes capriscus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,60,2.578947368
Bodianus scrofa,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,43,1.153846154
Boops boops,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,164.2614379
Bothus podas,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,45,1.333333333
Canthidermis sufflamen,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,65,2
Centrolabrus trutta,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,2.212765957
Chilomycterus reticulatus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,55,1
Coris julis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,30,3.736842105
Diplodus annularis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,35,8.909090909
Diplodus cervinus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,44,1.657657658
Diplodus sargus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,44,3.84729064
Diplodus vulgaris,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,45,4.270833333
Gobius niger,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,3.916666667
Gymnothorax unicolor,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,100,1
Hippocampus hippocampus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,15,1
Labrisomus nuchipinnis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,23,1.638888889
Lepadogaster candolii,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,,1.25
Lepadogaster lepadogaster,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,6.5,1.5
Lithognathus mormyrus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,55,4.5
Mauligobius maderensis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,15,1.25
Mullus surmuletus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,40,3.592592593
Muraena augusti,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,120,1.129032258
Muraena helena,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,150,1
Myliobatis aquila,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,183,1
Oblada melanura,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,34,19.41333333
Pagellus acarne,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,25
Pagellus erythrinus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,60,1
Pagrus auriga,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,80,1.111111111
Pagrus pagrus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,91,1
Parapristipoma octolineatum,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,50,1.333333333
Pomadasys incisus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,50,7.111111111
Pseudocaranx georgianus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,55,10.66666667
Scorpaena canariensis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,14,2.31
Scorpaena maderensis,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,14,2.896907216
Serranus cabrilla,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,40,1.666666667
Serranus scriba,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,1.045454545
Spondyliosoma cantharus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,60,4.533333333
Taeniura grabata,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,250,1
Thorogobius ephippiatus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,13,1.5
Trachinotus ovatus,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,70,6.625
Tripterygion delaisi,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,8.9,2
Xyrichtys novacula,Azores Canaries Madeira,28.27589051,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,38,1.166666667
Acanthemblemaria spinosa,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,2.8,1
Acanthostracion polygonius,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,50,1
Acanthostracion quadricornis,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,55,1
Acyrtus rubiginosus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,,3
Aetobatus narinari,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,330,1
Albula vulpes,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,104,1
Amblycirrhitus pinos,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,9.5,1
Balistes vetula,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,60,1
Bodianus rufus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,40,2
Cantherhines macrocerus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,46,1
Chaetodon capistratus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,7.5,2.111111111
Chaetodon ocellatus,Bahamian,21.69964978,Tropical Atlantic,Corallivore,Benthic carnivore,20,1
Chaetodon striatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,16,2
Diodon hystrix,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,91,1
Elacatinus genie,Bahamian,21.69964978,Tropical Atlantic,Cleaner,Benthic carnivore,4.5,3.941176471
Equetus punctatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,27,1
Gerres cinereus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,41,1
Gramma loreto,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,8,1
Gymnothorax miliaris,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,70,1
Haemulon flavolineatum,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,30,2.266666667
Haemulon plumierii,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,53,1
Haemulon sciurus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,46,1
Halichoeres bivittatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,35,2
Halichoeres garnoti,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,19.3,5.785714286
Halichoeres radiatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,51,1
Holacanthus ciliaris,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,45,1
Holacanthus tricolor,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,35,1
Holocentrus rufus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,35,2.272727273
Malacanthus plumieri,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,70,1
Mulloidichthys martinicus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,39.4,1.333333333
Ocyurus chrysurus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,86.3,1.833333333
Pomacanthus arcuatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,60,1
Prognathodes aculeatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,10,1
Pseudupeneus maculatus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,30,1
Serranus tigrinus,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,29,1.125
Thalassoma bifasciatum,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,25,43.65789474
Xyrichtys splendens,Bahamian,21.69964978,Tropical Atlantic,Benthic invertivore,Benthic carnivore,17.5,1
Aeoliscus strigatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,15,11.8
Amblyeleotris guttata,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,11,1.5625
Amblyeleotris steinitzi,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,13,1.384615385
Amblyeleotris wheeleri,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1.75
Anampses caeruleopunctatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,42,1.25
Anampses melanurus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,12,1
Anampses meleagrides,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,22,1.058823529
Anampses twistii,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1.5625
Apogon chrysotaenia,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,12,1.6
Apogon multilineatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,10,2
Apolemichthys trimaculatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,26,1.444444444
Arothron caeruleopunctatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,54.14285714,1
Arothron manilensis,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,31,1
Balistapus undulatus,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.175
Balistoides conspicillum,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1
Balistoides viridescens,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,75,1
Belonoperca chabanaudi,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,15,1.5
Bodianus axillaris,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Bodianus diana,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1.142857143
Bodianus dictynna,Banda Sea,-5.727794508,Central Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.868421053
