Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,"Time of extinction (LP 125-75; EP 30-50; TP 15-10; Holocene 10-1; historical <1+EW; future = CR,EN,VU; future2 = that plus NT)",Last Occurance (kybp),IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO
Insular,Louisiade Arch_ And DEntrecasteaux Isls (Papua New Guniea),Chiroptera,Vespertilionidae,Kerivoula,agnella, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Lesser Sunda Isls (indonesia) Borneo,Chiroptera,Vespertilionidae,Kerivoula,flora, , ,0.775,5.95,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Inida_ Sri Lanka_ Burma_ Tahiland _ Chi _ W Malaysia_ Borneo_ Java_ Sumatra_ Mentawai Isls_ Sulawesi_ Bali_ Lesser Sundas_ Kangean Isl and Talaud Isl (indonesia)_ Philippines,Chiroptera,Vespertilionidae,Kerivoula,hardwickii, , ,0.628,4.25,122,,extant,, , , ,,,,"Species  me change. Listing all species in the genus: africa , agnella, argentata, cuprosa, eriophora, flora, hardwickii, intermedia, lanosa, lenis, minuta, musci , myrella, papillosa, pellucida, phalae , picta, smithii, whiteheadi"," me change, spelled ""hardwickii"", not hardwickei",,
Insular,Borneo_ W malaysia,Chiroptera,Vespertilionidae,Kerivoula,intermedia, , ,0.55,3.55,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,W Malaysia_ S Thailand_ Borneo,Chiroptera,Vespertilionidae,Kerivoula,minuta, , ,0.322,2.1,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,C New Guinea,Chiroptera,Vespertilionidae,Kerivoula,musci , , ,0.712,5.15,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Bismarck Arch_ Wetar Isl (Lesser Sunda Isls),Chiroptera,Vespertilionidae,Kerivoula,myrella, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,NE India_ Viet m_ W Malaysia_ Sumatra_ Java_ Sulawesi_ Borneo,Chiroptera,Vespertilionidae,Kerivoula,papillosa, , ,0.978,9.5,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Borneo_ Philippines_ Java and sumatra_ W Malaysia,Chiroptera,Vespertilionidae,Kerivoula,pellucida, , ,0.618,4.15,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Sri L ka_ India to Viet m_ W Malaysia and S Chi _ Borneo_ Sumatra_ Java_ Bali_ Lombok and Molucca isls,Chiroptera,Vespertilionidae,Kerivoula,picta, , ,0.653,4.5,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Philippines_ Borneo_ S Thailand_ W Malaysia,Chiroptera,Vespertilionidae,Kerivoula,whiteheadi, , ,0.663,4.6,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,S Ca da_ USA (including SE Alaska_ and except extreme southern parts)_ NE Mexico_ Bermuda,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans, , ,1.019,10.456,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Chile_ Argenti _ Uruguay and Brazil to C Ca da_ Jamacia_ Cuba_ Hispaniola_ Puerto Rico_ bermuda_ Bahmas_ Trinidad and Tabago_ Galapagos (Ecuador),Chiroptera,Vespertilionidae,Lasiurus,borealis, , ,1.031,10.738,153,,extant,, , , ,Ainsect,t3,volant,Unchanged taxonomy.,,,
Insular,Colombia and venezuela to C Chile_ Uruguay and C Argenti _ Hawaii (USA)_ Guatemala and Mexico throughout the USA to S British Columbia_ SE Mackensie_ Hudson Bat and S Quebec (Ca da)_ Galapagos_ Bermuda_ acciden,Chiroptera,Vespertilionidae,Lasiurus,cinereus, , ,1.403,25.278,153,,extant,, , , ,Ainsect,t3,volant,Unchanged taxonomy.,,,
Insular,S California_ Arizonia and S Texas (USA) to argenti _ uruguay and brazil_ trinidad,Chiroptera,Vespertilionidae,Lasiurus,ega, , ,1.121,13.2,153,,extant,, , , ,Ainsect,t3,volant,Unchanged taxonomy.,,,
Insular,Honduras to Si loa (Mexico) and through Texas to Florida and New Jersey (USA) Cuba,Chiroptera,Vespertilionidae,Lasiurus,intermedius, , ,1.362,23.025,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Florida and Texas to Oklahoma and Virginia_ Pennsylvania and New York (USA)_ Bermuda,Chiroptera,Vespertilionidae,Lasiurus,seminolus, , ,0.995,9.888,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Sierra Leone to Ethiopia_ south to Tanzania_ Zambia and Angola_ Bioko,Chiroptera,Vespertilionidae,Mimetillus,moloneyi, , ,0.944,8.8,153,,extant,, , , ,ainsect,t1,volant,Unchanged taxonomy.,,,
Insular,Philippines_ borneo and java_ southeast to Vanuatu (New Hebrides) and E australia,Chiroptera,Vespertilionidae,Miniopterus,australis, , ,0.699,5,257_ 122,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Ryukyu isls (japan)_ SE Chi _ Thailand_ W Malaysia_ borneo_ java_ sulawesi_ philippines_ new guniea,Chiroptera,Vespertilionidae,Miniopterus,fuscus, , ,1.031,10.733,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,ne india and se chi  to timor (Indonesia) and new guniea,Chiroptera,Vespertilionidae,Miniopterus,magnater, , ,1.148,14.067,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,kenya_ tanzania_ zaire_ congo republic_ madagascar_ sao tome isls_ comoro isls,Chiroptera,Vespertilionidae,Miniopterus,minor, , ,0.846,7.008,153,,extant,, , , ,ainsect,t1,volant,Unchanged taxonomy.,,,
Insular,India to the philippines and moluccas_ solomons to new caledonia_ perhaps new guniea,Chiroptera,Vespertilionidae,Miniopterus,pusillus, , ,0.935,8.613,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,loyalty isls (E of New Caledonia),Chiroptera,Vespertilionidae,Miniopterus,robustior, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,S Europe and Morocco through the Caucasus and Iran to most of chi  and japan_ most of indo-malayan region_ new guniea_ solomon isls (including bougainville isl)_ australia_ subsaharan africa_ madagascar_ bismarck arch,Chiroptera,Vespertilionidae,Miniopterus,schreibersii, , ,1,10,122,,extant,, , , ,ainsect,t1,volant,Species  me change. Listing all species in the genus: africanus or australis or fraterculus or fuscus or gleni or inflatus or macrocneme or mag ter or majori or ma vi or medius or minor or  talensis or paululus or pusillus or robustior or schreibersii or shortridgei or tristis,spelling change; schreibersi is now schreibersii,,
Insular,philippines_ sulawesi_ new guniea_ bismarck arch_ solomon isls_ vanuatu (New Hebrides),Chiroptera,Vespertilionidae,Miniopterus,tristis, , ,1.197,15.75,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,W malaysia_ borneo,Chiroptera,Vespertilionidae,Murina,aenea, , ,0.86,7.25,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Sri lanka and India to Kwangtung and Hai n (Chi )_ Viet m_ south to W Malaysia_ borneo_ philippines_ lesser sunda isls,Chiroptera,Vespertilionidae,Murina,cyclotis, , ,0.978,9.5,257_ 122,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Lesser sunda isls_ sulawesi_ new guniea_ ne australia,Chiroptera,Vespertilionidae,Murina,florium, , ,0.628,4.25,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,E Himalayas_ Shensi_ Szechwan_ Fukien and Inner Mongolia (Chi )_ Upper Yenisei River (russia)_ Altai Mtns (Russia_ Kazakhstan and Mongolia)_ Korea_ Ussuri region (Russia)_ Sakhalin Isl (Russia)_ Honshu_ Kyushu and Shikiku (japan),Chiroptera,Vespertilionidae,Murina,leucogaster, , ,0.878,7.55,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Borneo,Chiroptera,Vespertilionidae,Murina,rozendaali, , ,0.658,4.55,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,japan_ including Tsushima isls,Chiroptera,Vespertilionidae,Murina,silvatica, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,java_ sumatra_ borneo_ w malaysia_ nearby small islands,Chiroptera,Vespertilionidae,Murina,suilla, , ,0.512,3.25,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Tsushima isls (Japan)_ perhaps Yakushima (Ryukyu isls_ Japan),Chiroptera,Vespertilionidae,Murina,tenebrosa, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Ussuri region_ Kurile isls and Sakhalin (Russia)_ Korea,Chiroptera,Vespertilionidae,Murina,ussuriensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Taiwan and W Malaysia_ south and east to New Guniea_ Bismarck Arch_ solomon Isls_ Vanuatu (=New Hebrides)_ N and E coastal Australia_ perhaps Tibet (Chi ),Chiroptera,Vespertilionidae,Myotis,adversus, , ,1.023,10.553,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Japan_ Korea_ SE Siberia_ NE Chi ,Chiroptera,Vespertilionidae,Myotis,bombinus, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Britain to Kazakhstan_ E Siberia including Sakhalin Isls_ Kamchatka Peninsula and Kurile Isls (Russia)_ Mongolia south to Spain_ Greece_ Korea and Ussuri region (Russia)_ Japan,Chiroptera,Vespertilionidae,Myotis,brandtii, , ,0.724,5.3,153,,extant,, , , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Mesocricetus brandti,spelling error; brandtii not brandti,MSW3,
Insular,Mediterranean zone and islands of Europe and NW Africa_ Turkey_ Isreal_ Iraq_ Iran_ Uzbekistan,Chiroptera,Vespertilionidae,Myotis,capaccinii, , ,0.872,7.44,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Szechwan and Yun n to Kiangsu (Chi )_ Hong Kong_ N thailand,Chiroptera,Vespertilionidae,Myotis,chinensis, , ,1.623,42,60,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Europe east to Kamtschatka_ Vlasivostok_ Sakhalin and Kurile Isls (Russia)_ Japan_ Korea_ Manchuria_ E and S Chi _ Britiain and Ireland_ Scandi via_ Assam (India),Chiroptera,Vespertilionidae,Myotis,daubentonii, , ,0.869,7.404,153,,extant,, , , ,,,,"Species  me change. Listing all species in the genus: abei, adversus, aelleni, albescens, alcathoe, altarium, anjouanensis, an miticus, annectans, atacamensis, ater, auriculus, australis, austroriparius, bechsteinii, blythii, bocagii, bombinus, brandtii, bucharensis, californicus, capaccinii, chiloensis, chinensis, ciliolabrum, cobanensis, csorbai, dasycneme, daubentonii, davidii, dominicensis, elegans, emargi tus, evotis, fimbriatus, findleyi, formosus, fortidens, frater, gomantongensis, goudoti, grisescens, hajastanicus, hasseltii, hermani, horsfieldii, hosonoi, ikonnikovi, insularum, keaysi, keenii, laniger, leibii, levis, longipes, lucifugus, macrodactylus, macropus, macrotarsus, martiniquensis, melanorhinus, moluccarum, montivagus, morrisi, muricola, myotis, mystacinus,  ttereri, nesopolus, nigricans, nipalensis, occultus, oreias, oxyg thus, oxyotus, ozensis, peninsularis, pequinius, planiceps, pruinosus, punicus, ricketti, ridleyi, riparius, rosseti, ruber, schaubi, scotti, septentrio lis, sicarius, siligorensis, simus, sodalis, stalkeri, thysanodes, tricolor, velifer, vivesi, volans, welwitschii, yanbarensis, yesoensis, yumanensis",spelling change; was daubentoni to daubentonii,MSW3,
Insular,N Lesser Antilles,Chiroptera,Vespertilionidae,Myotis,dominicensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Tres Marias Isls (Mexico),Chiroptera,Vespertilionidae,Myotis,findleyi, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Afghanistan to Kweichow_ Kwangsi_ Kiangsu and Fukien (Chi )_ Taiwan_ Korea_ Tsushima Isl (Japan)_ Philippines_ Sumatra_ Java_ Sulawesi and Bali,Chiroptera,Vespertilionidae,Myotis,formosus, , ,0.845,7,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Afghanistan_ Uzbekistan and S Siberia to Korea_ Heilungkiang (Chi )_ SE Chi  and replubics of the SE former USSR_ Japan,Chiroptera,Vespertilionidae,Myotis,frater, , ,0.878,7.55,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Madagascar,Chiroptera,Vespertilionidae,Myotis,goudoti, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Burma_ Thailand_ Cambodia_ Viet m_ W Malaysia_ Sumatra_ mentawai isls_ Riau Arch. Java_ Borneo_ Sri Lanka,Chiroptera,Vespertilionidae,Myotis,hasseltii, , ,0.942,8.75,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,SE Chi _ Thailand_ India (including Andaman Isls)_ perhaps Sri Lanka_ W Malaysi_ Java_ bali and Sulawesi_ Borneo_ Philippines,Chiroptera,Vespertilionidae,Myotis,horsfieldii, , ,0.813,6.5,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honshu (Japan),Chiroptera,Vespertilionidae,Myotis,hosonoi, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Ussuri region and N Korea to Lake Baikal (Russia)_ the Altai Mtns and Mongolia_ NE Chi _ Sakhalin isl (Russia) and Hokkaido Isl (Japan),Chiroptera,Vespertilionidae,Myotis,ikonnikovi, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Samoa,Chiroptera,Vespertilionidae,Myotis,insularum, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Alaska Panhandle to W Washington (USA)_ Mackenzie to Prince Edward isl (Ca da) south to Arkansas and Florida Panhandle (USA),Chiroptera,Vespertilionidae,Myotis,keenii, , ,0.797,6.267,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Japan_ Kurile Isls (Russia)_ S Chi _ republics of the former USSR,Chiroptera,Vespertilionidae,Myotis,macrodactylus, , ,0.857,7.2,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Philippines_ N Borneo,Chiroptera,Vespertilionidae,Myotis,macrotarsus, , ,1.097,12.5,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Martinique_ barbados (Lesser Antilles),Chiroptera,Vespertilionidae,Myotis,martiniquensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Yun n to Fukien and Chihli (Chi )_ India_ Burma_ W Malaysia_ Borneo,Chiroptera,Vespertilionidae,Myotis,montivagus, , ,0.919,8.3,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Afghanistan to Taiwan and New Guinea,Chiroptera,Vespertilionidae,Myotis,muricola, , ,0.571,3.72,122,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,C and S Europe_ east to Ukarine_ S England_ most mediterranean islands__ Azores (portugual)_ Asia Minor_ Lebanon_ Israel,Chiroptera,Vespertilionidae,Myotis,myotis, , ,1.394,24.787,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Ireland and Scandi via to N Chi _ south to Morocco_ Iran_ NW Himalayas and s Chi ,Chiroptera,Vespertilionidae,Myotis,mystacinus, , ,0.698,4.988,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,NE Venezuela_ Curacao and Bo ire (Netherlands Antilles),Chiroptera,Vespertilionidae,Myotis,nesopolus, , ,0.544,3.5,153,,extant,, , , ,Ainsect,t3,volant,Unchanged taxonomy.,,,
Insular, yarit and Tamaulipas (Mexico) to peru_ N Argenti  and S Brail_ Trinidad and Tobago_ Gre da (Lesser Antilles),Chiroptera,Vespertilionidae,Myotis,nigricans, , ,0.627,4.24,153,,extant,, , , ,Ainsect,t3,volant,Unchanged taxonomy.,,,
Insular,Singapore,Chiroptera,Vespertilionidae,Myotis,oreias, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honshu (Japan),Chiroptera,Vespertilionidae,Myotis,ozensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honshu and Shikoku (Japan),Chiroptera,Vespertilionidae,Myotis,pruinosus, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Fukien_ Anhwei_ Kiangsu_ Shantung_ Yun n (Chi )_ Hong Kong,Chiroptera,Vespertilionidae,Myotis,ricketti, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,W Malaysia_ sumatra_ borneo,Chiroptera,Vespertilionidae,Myotis,ridleyi, , ,0.699,5,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honduras to Uruguay and E Brazil_ Trinidad,Chiroptera,Vespertilionidae,Myotis,riparius, , ,0.744,5.55,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,N India to S Chi  and Viet m_ south to W Malaysia_ Borneo,Chiroptera,Vespertilionidae,Myotis,siligorensis, , ,0.389,2.45,257,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Kei Isls (Molucca Isls),Chiroptera,Vespertilionidae,Myotis,stalkeri, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honduruas to K sas and Se California,Chiroptera,Vespertilionidae,Myotis,velifer, , ,1.004,10.096,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Coast of Sonora and Baja California (Mexico)_ cheifly on small islands,Chiroptera,Vespertilionidae,Myotis,vivesi, , ,1.398,25,153,,extant,, , , ,piscivore,t2,volant,Unchanged taxonomy.,,,
Insular,Hokkaido (Japan),Chiroptera,Vespertilionidae,Myotis,yesoensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Guniea to Ethiopia_ south to south Africa_ madasgcar,Chiroptera,Vespertilionidae,Neoromicia,capensis, , ,0.776,5.967,153,,extant,, , , ,ainsect,t1,volant,"Genus level change. Taxonomy possibilities are: HYRACOIDEA Procaviidae Procavia capensis, RODENTIA Muridae Melomys capensis, RODENTIA Pedetidae Pedetes capensis, RODENTIA Bathyergidae Georychus capensis, LAGOMORPHA Leporidae Lepus capensis, CHIROPTERA Rhinolophidae Rhinolophus capensis, CHIROPTERA Vespertilionidae Neoromicia capensis, CARNIVORA Mustelidae Aonyx capensis, CARNIVORA Mustelidae Mellivora capensis, CETACEA Delphinidae Delphinus capensis",synonym; Eptescius is now Neoromicia,IUCN redlist,
Insular,south africa to ethiopia_ sudan_ niger_ mali and senegal_ madagascar_ pemba and zanzibar,Chiroptera,Vespertilionidae,Neoromicia,nanus, , ,0.59,3.886,153,,extant,, , , ,ainsect,t1,volant,"Genus level change. Taxonomy possibilities are: DIPROTODONTIA Burramyidae Cercartetus  nus, RODENTIA Muridae Gerbillus  nus, RODENTIA Muridae Pseudomys  nus, RODENTIA Capromyidae Mesocapromys  nus, SORICOMORPHA Soricidae Sorex  nus, CHIROPTERA Vespertilionidae Neoromicia  nus",synonym; Pipistrellus is now Neoromicia,MSW3,
Insular,Guinea-Bissau to Somalia_ south to  mibia and South Africa_ madagascar,Chiroptera,Vespertilionidae,Neoromicia,somalicus, , ,0.58,3.8,153,,extant,, , , ,ainsect,t1,volant,Genus level change. Taxonomy possibilities are: RODENTIA Muridae Dipodillus somalicus or CHIROPTERA Vespertilionidae Neoromicia somalicus,synonym; Eptesicus is now Neoromicia,MSW3,
Insular,Hokkaido_ Shikoku_ Kyushu_ Tsushima_ Iki (Japan)_ Korea_ E Chi ,Chiroptera,Vespertilionidae,Nyctalus,aviator, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Azores (Portugal),Chiroptera,Vespertilionidae,Nyctalus,azoreum, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,W Europe to urals and Caucasus_ Britain_ Ireland,Chiroptera,Vespertilionidae,Nyctalus,leisleri, , ,1.123,13.28,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Europe to Urals and Caucasus_ Morocco_ algeria_ SE Asia Minor to Israel_ Western Turkmenistan to SW Siberia_ Himalayas and Chi _ south to W Malaysia_ Taiwan_ Honshu (japan),Chiroptera,Vespertilionidae,Nyctalus,noctula, , ,1.447,28,153,,extant,, , , ,ainsect,t1,volant,Unchanged taxonomy.,,,
Insular,N Veracruz (Mexico) to Nebraska_ the great lakes and pennsylvania_ south to florida and the gulf coast (USA) cuba,Chiroptera,Vespertilionidae,Nycticeius,humeralis, , ,0.954,8.989,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
Insular,Australia (except NE) including tasmania,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi, , ,0.862,7.282,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,N Northern territory_ N and E Queensland_ N and W western asutralia_ e new south wales and victoria (australia)_ new guniea,Chiroptera,Vespertilionidae,Nyctophilus,gouldi, , ,1,10,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Lembata (lesser sundas),Chiroptera,Vespertilionidae,Nyctophilus,heran, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,New Guniea,Chiroptera,Vespertilionidae,Nyctophilus,microdon, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,E New Guinea,Chiroptera,Vespertilionidae,Nyctophilus,microtis, , ,0.851,7.1,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,All of australia including tasmania_ e new guniea_ probably timor (Indonesia),Chiroptera,Vespertilionidae,Nyctophilus,timoriensis, , ,1.069,11.725,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,New Guniea,Chiroptera,Vespertilionidae,Pharotis,imogene, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Nepal_ W Malaysia_ sumatra_ java_ borneo_ philippines_ sulawesi_ new guinea_ new britain isl (Bismarck arch)_ perhaps Banka isl (Indonesia),Chiroptera,Vespertilionidae,Philetor,brachypterus, , ,1.011,10.267,257_ 122,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,S Thailand_ W Malaysia_ Sumatra_ Borneo,Chiroptera,Vespertilionidae,Phoniscus,atrox, , ,0.58,3.8,257,,extant,, , , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Phoniscus atrox,synonym; Kerivoula is now Phoniscus,IUCN redlist,
Insular,Borneo_ Java_ Bali_ sulawesi and Lesser Sunda Isls_ samar Isl (Philippines),Chiroptera,Vespertilionidae,Phoniscus,jagorii, , ,0.667,4.65,153,,extant,, , , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Pteropodidae Ptenochirus jagori,synonym; Kerivoula jagori is now Phoniscus jagorii,IUCN redlist,
Insular,SE New Guniea_ Queensland_ New South Wales (australia),Chiroptera,Vespertilionidae,Phoniscus,papuensis, , ,0.792,6.2,153,,extant,, , , ,,,,"Genus level change. Taxonomy possibilities are: PERAMELEMORPHIA Peramelidae Microperoryctes papuensis, DIPROTODONTIA Phalangeridae Spilocuscus papuensis, CHIROPTERA Molossidae Otomops papuensis, CHIROPTERA Vespertilionidae Phoniscus papuensis",synonym; Kerivoula is now Phoniscus,IUCN redlist,
Insular,Pakistan_ india_ sri lanka_ burma_ kwangsi and hai n (Chi )_ viet m_ borneo,Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus, , ,0.924,8.388,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,afghanistan_ pakistan_ india (including Nicobar isls)_ sri lanka_ nepal_ bhutan_ burma_ s Chi _ thailand_ viet m,Chiroptera,Vespertilionidae,Pipistrellus,coromandra, , ,0.663,4.6,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Honshu (Japan),Chiroptera,Vespertilionidae,Pipistrellus,endoi, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,S and C Japan_ S Ussuri region (Russia and Chi )_ Korea_ Chi _ through SE Asia to Lesser Sunda Isls and the Philippines_ perhaps australia,Chiroptera,Vespertilionidae,Pipistrellus,javanicus, , ,0.724,5.294,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,S Europe through the Caucasus to Kazakhstan and Pakistan_ SW Asia_ most of Africa_ Ca ry Isls (Spain),Chiroptera,Vespertilionidae,Pipistrellus,kuhlii, , ,0.773,5.935,153,,extant,, , , ,ainsect,t1,volant,Unchanged taxonomy.,,,
Insular,Madeira isl (Portugal)_ Ca ry isls (Spain),Chiroptera,Vespertilionidae,Pipistrellus,maderensis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,sulawesi,Chiroptera,Vespertilionidae,Pipistrellus,minahassae, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,sierra leone to kenya_ bioko,Chiroptera,Vespertilionidae,Pipistrellus,nanulus, , ,0.398,2.5,153,,extant,, , , ,ainsect,t1,volant,Unchanged taxonomy.,,,
Insular,W Europe to urals and caucasus and W Asia Minor_ s England,Chiroptera,Vespertilionidae,Pipistrellus,nathusii, , ,0.864,7.308,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,British isls_ s Scandi via and W europe to the Volga and Caucasus_ morocco_ asia minor and israel to kashmir_ kazakhstan and sinkiang (Chi ). Perhaps Korea_ japan and taiwan,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus, , ,0.755,5.689,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,senegal_ algeria_ egypt and iraq south to botswan  and transvaal (south africa)_ zanzibar,Chiroptera,Vespertilionidae,Pipistrellus,rueppelli, , ,0.84,6.917,153,,extant,, , , ,ainsect,t1,volant,"Species  me change. Listing all species in the genus: abramus, adamsi, aero, angulatus, ceylonicus, collinus, coromandra, deserti, endoi, hesperidus, hesperus, inexspectatus, javanicus, kuhlii, maderensis, mi hassae,  nulus,  thusii, papuanus, paterculus, permixtus, pipistrellus, pygmaeus, rueppellii, rusticus, stenopterus, sturdeei, subflavus, tenuis, wattsi, westralis"," me change; spelled ""reuppellii""",,
Insular,W Malaysia_ sumatra_ riau arch_ n borneo_ minda o (Philippines),Chiroptera,Vespertilionidae,Pipistrellus,stenopterus, , ,1.182,15.2,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Thailand to New Guniea_ Bismarck arch_ solomon isls_ vanuatu (New Hebrides) and N australia_ cocos keeling isl and christmas isl (indian ocean),Chiroptera,Vespertilionidae,Pipistrellus,tenuis, , ,0.672,4.7,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Norway_ ireland and spain to Sakhalin isl (Russia)_ Japan_ N Chi  and Nepal,Chiroptera,Vespertilionidae,Plecotus,auritus, , ,0.894,7.833,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,England_ spain and senegal to mongolia and W chi _ Ca ry (spain) and Cape Verde isls,Chiroptera,Vespertilionidae,Plecotus,austriacus, , ,0.864,7.304,153,,extant,, , , ,,,,Unchanged taxonomy.,,,
Insular,Taiwan,Chiroptera,Vespertilionidae,Plecotus,taivanus, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
