Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,"Time of extinction (LP 125-75; EP 30-50; TP 15-10; Holocene 10-1; historical <1+EW; future = CR,EN,VU; future2 = that plus NT)",Last Occurance (kybp),IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO
AUS,Norfolk isl_ SE Queensland_ E New South Wales (australia),Chiroptera,Molossidae,Mormopterus,norfolkensis, , ,0.903,8,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Australia_ New Guinea,Chiroptera,Molossidae,Mormopterus,planiceps, , ,0.944,8.8,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,S and C Australia_ new Guniea,Chiroptera,Molossidae,Tadarida,australis, , ,1.502,31.8,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Bismarck arch_ New Guinea_ Aru islands_ Batanta and Mysol (offf W New Guinea) and Molucca Isls (including Waido isl) N Queensland (Australia),Chiroptera,Pteropodidae,Dobsonia,moluccensis, , ,2.581,381.436,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,Thailand to Philippines_ New Guinea_ Bismarck Arch (Papua N Guinea) Solomon Isls and N Australia,Chiroptera,Pteropodidae,Macroglossus,minimus, , ,1.2,15.85,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,Bismarck arch_ New Guinea_ Aru islands_ Batanta and Mysol (offf W New Guinea) and Molucca Isls (including Waido isl) N Queensland (Australia),Chiroptera,Pteropodidae,Melonycteris,melanops, , ,1.691,49.042,153,,extant,, , , ,Frug,same as family,volant,Unchanged taxonomy.,,,
AUS,New Guinea_ Molucca and Kei Isls_ Solomon Isls_ N Queensland (Australia) Bismark Arch.,Chiroptera,Pteropodidae,Nyctimene,albiventer, , ,1.475,29.875,153,,extant,, , , ,Frug,same as family,volant,Unchanged taxonomy.,,,
AUS,E Queensland (Australia),Chiroptera,Pteropodidae,Nyctimene,robinsoni, , ,1.694,49.478,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,Sulawesi_ Saleyer Isl_ Lombok_ Bawean Isl_ Kangean Isls_ Sumba Isl_ and Savu Isl (Indonesia) N and E Austraila_ S New Guinea,Chiroptera,Pteropodidae,Pteropus,alecto, , ,2.827,672.143,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,Halmahera Isls_ New Guinea and adjacent islands_ NE Queensland (Australia),Chiroptera,Pteropodidae,Pteropus,conspicillatus, , ,2.89,775.7,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,E Australia from S Queensland to Victoria,Chiroptera,Pteropodidae,Pteropus,poliocephalus, , ,2.875,749.909,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,Australia_ S New Guinea,Chiroptera,Pteropodidae,Pteropus,scapulatus, , ,2.647,443.429,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,E Queensland and New South Wales (Australia)_ New Guinea_ DEntrecasteaux Isls_ Trobriand Isls_ Louisiade Arch and Bismarck Arch (Papua N Guinea) Molucca Isls_ various adjacent islands,Chiroptera,Pteropodidae,Syconycteris,australis, , ,1.233,17.097,153,,extant,, , , ,Frug,t4,volant,Unchanged taxonomy.,,,
AUS,E New Guniea_ Misima Isl (Louisiade Arch.) Goodenough Isl (DEntrecasteaux isls) and Bismarck Arch (Papua New Guniea)_ E Queensland_ E New South Wales and E Victoria (Australia),Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus, , ,1.003,10.063,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Mindoro_ Luzon_ Minda o and negros (Philippines)_ Kei Isls_ sulawesi and Timor (Indonesia)_ Borneo new Guinea_ NE Queensland (Australia),Chiroptera,Rhinolophidae,Rhinolophus,philippinensis, , ,1.027,10.65,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,New South Wales and adjacent part of Queensland (Australia),Chiroptera,Vespertilionidae,Chalinolobus,dwyeri, , ,0.956,9.032,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Australia but not Cape York Peninsula N of Cardwell_ Tasmania_ Norfolk Isl (australia_ New Caledonia,Chiroptera,Vespertilionidae,Chalinolobus,gouldii, , ,1.16,14.467,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Southern Australia_ Tasmania,Chiroptera,Vespertilionidae,Chalinolobus,morio, , ,0.943,8.767,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,N and E Australia_ SE New Guniea and adjacent small islands,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus, , ,0.944,8.8,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,NW New South Wales_ C and S Queensland and South Australia (Australia),Chiroptera,Vespertilionidae,Chalinolobus,picatus, , ,0.708,5.1,256,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Southern australia except south australia_ tasmania (australia),Chiroptera,Vespertilionidae,Falsistrellus,tasmaniensis, , ,1.355,22.65,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Falsistrellus tasmaniensis,synonym; Pipstrellus is now Falsistrellus,IUCN redlist,
AUS,Philippines_ borneo and java_ southeast to Vanuatu (New Hebrides) and E australia,Chiroptera,Vespertilionidae,Miniopterus,australis, , ,0.863,7.3,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,S Europe and Morocco through the Caucasus and Iran to most of chi  and japan_ most of indo-malayan region_ new guniea_ solomon isls (including bougainville isl)_ australia_ subsaharan africa_ madagascar_ bismarck arch,Chiroptera,Vespertilionidae,Miniopterus,schreibersii, , ,1.059,11.467,153,,extant,, , , ,ainsect,t1,volant,"Species  me change. Listing all species in the genus: africanus, australis, fraterculus, fuscus, gleni, inflatus, macrocneme, mag ter, majori, ma vi, medius, minor,  talensis, paululus, pusillus, robustior, schreibersii, shortridgei, tristis",spelling change; schreibersi is now schreibersii,,
AUS,Lesser sunda isls_ sulawesi_ new guniea_ ne australia,Chiroptera,Vespertilionidae,Murina,florium, , ,0.628,4.25,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Taiwan and W Malaysia_ south and east to New Guniea_ Bismarck Arch_ solomon Isls_ Vanuatu (=New Hebrides)_ N and E coastal Australia_ perhaps Tibet (Chi ),Chiroptera,Vespertilionidae,Myotis,adversus, , ,1.023,10.553,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,New South Wales_ possibly Western Australia (Australia),Chiroptera,Vespertilionidae,Myotis,australis, , ,-999,-999,-999,,extant,, , , ,,,,Unchanged taxonomy.,,,
AUS,N Australia,Chiroptera,Vespertilionidae,Nyctophilus,arnhemensis, , ,0.823,6.65,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Australia (except NE) including tasmania,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi, , ,0.862,7.282,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,N Northern territory_ N and E Queensland_ N and W western asutralia_ e new south wales and victoria (australia)_ new guniea,Chiroptera,Vespertilionidae,Nyctophilus,gouldi, , ,1,10,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,All of australia including tasmania_ e new guniea_ probably timor (Indonesia),Chiroptera,Vespertilionidae,Nyctophilus,timoriensis, , ,1.069,11.725,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,Northern territory and N western australia,Chiroptera,Vespertilionidae,Nyctophilus,walkeri, , ,0.637,4.335,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,
AUS,SE New Guniea_ Queensland_ New South Wales (australia),Chiroptera,Vespertilionidae,Phoniscus,papuensis, , ,0.792,6.2,153,,extant,, , , ,Ainsect,t4,volant,"Genus level change. Taxonomy possibilities are: PERAMELEMORPHIA Peramelidae Microperoryctes papuensis, DIPROTODONTIA Phalangeridae Spilocuscus papuensis, CHIROPTERA Molossidae Otomops papuensis, CHIROPTERA Vespertilionidae Phoniscus papuensis",synonym; Kerivoula is now Phoniscus,IUCN redlist,
AUS,S and C Japan_ S Ussuri region (Russia and Chi )_ Korea_ Chi _ through SE Asia to Lesser Sunda Isls and the Philippines_ perhaps australia,Chiroptera,Vespertilionidae,Pipistrellus,javanicus, , ,0.724,5.294,153,,extant,, , , ,Ainsect,same as genus,volant,Unchanged taxonomy.,,,
AUS,Thailand to New Guniea_ Bismarck arch_ solomon isls_ vanuatu (New Hebrides) and N australia_ cocos keeling isl and christmas isl (indian ocean),Chiroptera,Vespertilionidae,Pipistrellus,tenuis, , ,0.672,4.7,153,,extant,, , , ,Ainsect,t4,volant,Unchanged taxonomy.,,,check continent is the same as P. mimus; recalculate to include P. mimus
AUS,E Queensland and E New south wales (australia),Chiroptera,Vespertilionidae,Scoteanax,rueppellii, , ,1.423,26.5,153,,extant,, , , ,ainsect/carn,t4,volant,"Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Scotea x rueppellii, CHIROPTERA Vespertilionidae Pipistrellus rueppellii, CARNIVORA Canidae Vulpes rueppellii",synonym; Nycticeius is now Scotea x,IUCN redlist,
AUS,Mainland Australia,Chiroptera,Vespertilionidae,Scotorepens,balstoni, , ,1.069,11.72,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Scotorepens balstoni,synonym; Nycticeius is now Scotorepens,IUCN redlist,
AUS,Western australia (excluding the south)_ northern territory_ south australia_ New south wales and queensland (australia),Chiroptera,Vespertilionidae,Scotorepens,greyii, , ,1,10,153,,extant,, , , ,Ginsect/carn,t4,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Scotorepens greyii,synonym; Nycticeius is now Scotorepens,IUCN redlist,
AUS,Se new guinea_ ne queensland_ northern territory and N western australia,Chiroptera,Vespertilionidae,Scotorepens,sanborni, , ,0.905,8.033,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Sciurus sanborni or RODENTIA Cricetidae Abrothrix sanborni or CHIROPTERA Phyllostomidae Micronycteris sanborni or CHIROPTERA Vespertilionidae Scotorepens sanborni,"synonym; was Nycticeius, now is Scotorepens",IUCN,
AUS,C and S Australia,Chiroptera,Vespertilionidae,Vespadelus,baverstocki, , ,-999,-999,-999,,extant,, , , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Vespadelus baverstocki,synonym; Eptesicus is now Vespadelus,IUCN redlist,
AUS,SE Australia_ including Tasmania and Lord Howe Isl,Chiroptera,Vespertilionidae,Vespadelus,darlingtoni, , ,0.81,6.45,153,,extant,, , , ,Ainsect,t4,volant,"Species  me change. Listing all species in the genus: andinus, bobrinskoi, bottae, brasiliensis, chiriquinus, diminutus, dimissus, floweri, furi lis, fuscus, gobiensis, guadeloupensis, hottentotus, innoxius, japonensis, kobayashii, matroka,  sutus, nilssonii, pachyotis, platyops, serotinus, tatei",merged into Vespadelus darlingtoni,MSW3,
AUS,Kimberley (N Western Australia),Chiroptera,Vespertilionidae,Vespadelus,douglasorum, , ,0.699,5,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Vespadelus douglasorum,synonym; Eptesicus is now Vespadelus,IUCN redlist,
AUS,N Western Australia_ Northern Territory_ queensland_ new South Wales and South Australia,Chiroptera,Vespertilionidae,Vespadelus,pumilus, , ,0.709,5.114,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: PRIMATES Tarsiidae Tarsius pumilus or CHIROPTERA Pteropodidae Pteropus pumilus or CHIROPTERA Molossidae Chaerephon pumilus or CHIROPTERA Vespertilionidae Vespadelus pumilus,"genus  me change (synonym): was Eptesicus, now Vespadelus",MSW3,
AUS,SW and SE Australia_ including Tasmania,Chiroptera,Vespertilionidae,Vespadelus,regulus, , ,0.71,5.133,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: PRIMATES Pitheciidae Callicebus regulus or RODENTIA Cricetidae Myodes regulus or CHIROPTERA Vespertilionidae Vespadelus regulus,"genus  me change (synonym): was Eptesicus, now Vespadelus",MSW3,
AUS,SE Australia including Tasmania,Chiroptera,Vespertilionidae,Vespadelus,vulturnus, , ,0.581,3.815,153,,extant,, , , ,Ainsect,t4,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Vespadelus vulturnus,synonym; Eptesicus is now Vespadelus,IUCN redlist,
AUS,,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,,Kultarr,1.398,25,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Genus level change. ,synonym; Sminthopsis is now Antechinomys,catalogue of life .org,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,bellus,,"Fawn Antechinus, Fawn Marsupial Mouse",1.648,44.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,,"Yellow-footed Antechinus, Yellow-footed Marsupial Mouse",1.653,45,59,valid,extant,, ,LC,2008,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,godmani,,"Atherton Antechinus, Godman's Antechinus, Atherton Marsupial Mouse",1.884,76.5,59,valid,extant,Future2, ,NT,2008,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,leo,,"Cinnamon Antechinus, Iron Range Antechinus, Cinnamon Marsupial Mouse",1.869,74,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,minimus,,"Swamp Antechinus, Swamp Marsupial Mouse, Little Tasmanian Marsupial-mouse",1.728,53.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,,"Brown Antechinus, Stuart's Marsupial-mouse, Brown Marsupial Mouse",1.439,27.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,,"Dusky Antechinus, Dusky Marsupial Mouse, Swainson's Marsupial-mouse",1.724,53,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Chaetocercus cristicauda|Dasycercus hillieri  ,Crest-tailed Mulgara,2,100,59,valid,extant,Future2, ,NT,2016,Ginsect/carn,t4,terr- fossorial,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,,"Kaluta, Little Red Kaluta, Little Red Antechinus",1.459,28.75,59,valid,extant,, ,LC,2008,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Dasycercus byrnei  ,Kowari,2.016,103.75,59,valid,extant,Future , ,VU,2008,Ginsect/carn,t4,terr- fossorial,Genus level change. ,synonym; Dasycercus is now Dasyuroides,IUCN redlist,
AUS,,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,,"Western Quoll, Chuditch",3.041,1100,59,valid,extant,Future2, ,NT,2008,carn/ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Satanellus hallucatus  ,Northern Quoll,2.72,525,59,valid,extant,Future,,EN,2008,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,,Spotted-tailed Quoll,3.74,5500,59,valid,extant,Future2, ,NT,2008,carn/ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Didelphis viverrina|Satanellus viverrinus  ,Eastern Quoll,3.037,1090,59,valid,extant,Future,,EN,2016,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Ningaui,ridei,,Wongai Ningaui,0.929,8.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,,Pilbara Ningaui,0.756,5.7,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Ningaui,yvonnae, , ,0.845,7,59,,extant,, , , ,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,,"Dibbler, Southern Dibbler",1.837,68.75,59,valid,extant,Future,,EN,2008,Ginsect/carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Phascogale,calura,,"Red-tailed Phascogale, Red-tailed Wambenger",1.712,51.5,59,valid,extant,Future2, ,NT,2008,Ginsect,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Phascogale tapoatafa subspecies tapoatafa,Brush-tailed Phascogale,2.287,193.5,59,valid,extant,Future2, ,NT,2008,Ginsect/carn,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Planigale,gilesi,,"Giles' Planigale, Paucident Planigale",0.964,9.2,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Planigale,ingrami,,Long-tailed Planigale,0.628,4.25,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Planigale,maculata,,"Common Planigale, Pygmy Planigale",1.041,11,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,,Narrow-nosed Planigale,0.782,6.05,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,Parantechinus bilarni  ,"Sandstone Antechinus, Sandstone Pseudantechinus",1.439,27.5,59,valid,extant,Future2, ,NT,2008,Ginsect,t4,terr,Genus level change. ,synonym; Parantechinus is now Pseudantechinus,IUCN redlist,
AUS,,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,,"Fat-tailed Pseudantechinus, Fat-tailed Antechinus",1.512,32.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,,"Ningbing Pseudantechinus, Ningbing Antechinus",1.301,20,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,,"Woolley's Pseudantechinus, Woolley's Antechinus",1.602,40,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,Tasmanian Devil,4,10000,13_ 15_ 59,valid,extant,Future,,EN,2008,Carn,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,Antechinomys aitkeni  |Sminthopsis murina  ,Kangaroo Island Dunnart,1.352,22.5,59,valid,extant,Future,,CR,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,,Chestnut Dunnart,1.204,16,59,valid,extant,, ,DD,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,,Butler's Dunnart,1.398,25,59,valid,extant,Future , ,VU,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,,Fat-tailed Dunnart,1.176,15,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,,Little Long-tailed Dunnart,1.134,13.6,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,Antechinomys douglasi  ,Julia Creek Dunnart,1.74,55,59,valid,extant,Future2, ,NT,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,SW Western Australia,Dasyuromorphia,Dasyuridae,Sminthopsis,fuliginosus,Antechinomys fuliginosus  ,Sooty Dunnart,-999,-999,148,valid,extant,, ,DD,2008,,,,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,,Gilbert's Dunnart,1.29,19.5,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,,White-tailed Dunnart,1.398,25,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,Sminthopsis griseoventer subspecies nova,"Grey-bellied Dunnart, Boullanger Island Dunnart, Gray-bellied Dunnart",1.243,17.5,59,valid,extant,, ,LC,2008,Ginsect,same as congeners,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,,Hairy-footed Dunnart,1.176,15,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,Antechinomys leucopus  ,White-footed Dunnart,1.415,26,59,valid,extant,, ,LC,2016,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,,Long-tailed Dunnart,1.255,18,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,,Stripe-faced Dunnart,1.301,20,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,,"Common Dunnart, Slender-tailed Dunnart",1.23,17,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,,Ooldea Dunnart,1.041,11,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,Antechinomys psammophila  ,"Sandhill Dunnart, Sandhill Sminthopsis, Large Desert Marsupial-mouse",1.525,33.5,59,valid,extant,Future , ,VU,2016,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,,Red-cheeked Dunnart,1.547,35.25,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,,Lesser Hairy-footed Dunnart,1.004,10.1,59,valid,extant,, ,LC,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,,"Numbat, Banded Anteater",2.673,471.5,59,valid,extant,Future,,EN,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,,"Feathertail Glider, Feather-tailed Glider, Pygmy Gliding Possum",1.079,12,59,valid,extant,, ,LC,2008,Frug/ginsect,t4,arboreal,Genus and species name match. Likely taxonomy is DIPROTODONTIA Acrobatidae Acrobates pygmaeus,Spelling error; not Arcobates but Arcobatidae,MSW3,
AUS,,Diprotodontia,Burramyidae,Burramys,parvus,,"Mountain Pygmy Possum, Broom's Pygmy-possum, Burramys",1.618,41.5,59,valid,extant,Future,,CR,2008,Ginsect,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Burramyidae,Cercartetus,caudatus,,"Long-tailed Pygmy Possum, Long-tailed Pygmy-possum, Long-tailed Dormouse-phalanger",1.477,30,59,valid,extant,, ,LC,2008,Frug,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Burramyidae,Cercartetus,concinnus,,"Western Pygmy Possum, Western Pygmy-possum, Southwestern Pygmy Possum, Mundarda",1.114,13,59,valid,extant,, ,LC,2008,Frug/ginsect,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Burramyidae,Cercartetus,lepidus,,"Little Pygmy Possum, Tasmanian Pygmy-possum, Little Pygmy-possum, Tasmanian Pygmy Possum",0.845,7,59,valid,extant,, ,LC,2008,ginsect/frug,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Burramyidae,Cercartetus,nanus,,"Eastern Pygmy Possum, Eastern Pygmy-possum, Common Dormouse-phalanger",1.38,24,59,valid,extant,, ,LC,2008,Frug,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,,"Bennett's Tree Kangaroo, Tcharibbeena, Dusty Tree-kangaroo",4.039,10950,59,valid,extant,Future2, ,NT,2008,Browse/frug,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,,"Lumholtz's Tree Kangaroo, Lumholtz' Tree-kangaroo, Boongary",3.829,6750,59,valid,extant,Future2, ,NT,2016,Browse,t4,arboreal,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,,"Spectacled Hare Wallaby, Spectacled Hare-wallaby",3.484,3050,59,valid,extant,, ,LC,2008,Browse/graze,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,,"Rufous Hare Wallaby, Wurrup, Mala",3.102,1265,59,valid,extant,Future , ,VU,2008,Graze,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Kangurus fasciatus,"Banded Hare Wallaby, Maning, Banded Hare-wallaby",3.23,1700,59,valid,extant,Future , ,VU,2016,Browse/graze,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Macropus,agilis,,Agile Wallaby,4.176,15000,59,valid,extant,, ,LC,2008,Graze,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Macropus,antilopinus,,"Antilopine Wallaroo, Antilopine Wallaby, Antilopine Kangaroo",4.435,27250,59,valid,extant,, ,LC,2008,Graze,t4,terr,Unchanged taxonomy.,,,
AUS,,Diprotodontia,Macropodidae,Macropus,bernardus,,"Black Wallaroo, Bernard's Wallaroo",4.23,17000,59,valid,extant,Future2, ,NT,2008,Graze,t4,terr,Unchanged taxonomy.,,,
