id,Order,Family,Genus,Species,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diet,Body_size_mm,,
Anf3996,Anura,Microhylidae,Cophixalus,Cophixalus timidus,NA,NA,NA,NA,1,NA,Insectivore,21.1,,
Anf4041,Anura,Microhylidae,Oreophryne,Oreophryne asplenicola,NA,NA,NA,NA,1,NA,Insectivore,21.2,,
Anf4129,Anura,Microhylidae,Anodonthyla,Anodonthyla pollicaris,NA,NA,NA,NA,1,NA,Insectivore,21.2,,
Anf4128,Anura,Microhylidae,Anodonthyla,Anodonthyla nigrigularis,NA,NA,NA,NA,1,NA,Insectivore,21.7,,
Anf3876,Anura,Microhylidae,Albericus,Albericus exclamitans,NA,NA,NA,NA,1,NA,Insectivore,22,,
Anf1525,Anura,Dendrobatidae,Oophaga,Oophaga arborea,NA,NA,NA,NA,1,NA,Insectivore,22.2,,
Anf3995,Anura,Microhylidae,Cophixalus,Cophixalus tetzlaffi,NA,NA,NA,NA,1,NA,Insectivore,22.6,,
Anf4080,Anura,Microhylidae,Oreophryne,Oreophryne wolterstorffi,NA,NA,NA,NA,1,NA,Insectivore,22.6,,
Anf4037,Anura,Microhylidae,Oreophryne,Oreophryne alticola,NA,NA,NA,NA,1,NA,Insectivore,22.7,,
Anf1551,Anura,Dendrobatidae,Ranitomeya,Ranitomeya fantastica,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf1841,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus cochranae,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf2246,Anura,Hylidae,Dendropsophus,Dendropsophus riveroi,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf2516,Anura,Hylidae,Phyllodytes,Phyllodytes luteolus,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf2615,Anura,Hylidae,Scinax,Scinax argyreornatus,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf2720,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus carneus,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf4052,Anura,Microhylidae,Oreophryne,Oreophryne frontifasciata,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf4122,Anura,Microhylidae,Anodonthyla,Anodonthyla boulengerii,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf4138,Anura,Microhylidae,Platypelis,Platypelis barbouri,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf4236,Anura,Microhylidae,Parhoplophryne,Parhoplophryne usambarica,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf5809,Anura,Strabomantidae,Pristimantis,Pristimantis pseudoacuminatus,NA,NA,NA,NA,1,NA,Insectivore,23,,
Anf4079,Anura,Microhylidae,Oreophryne,Oreophryne wapoga,NA,NA,NA,NA,1,NA,Insectivore,23.3,,
Anf1969,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus simulans,NA,NA,NA,NA,1,NA,Insectivore,24,,
Anf4044,Anura,Microhylidae,Oreophryne,Oreophryne brachypus,NA,NA,NA,NA,1,NA,Insectivore,24,,
Anf4132,Anura,Microhylidae,Anodonthyla,Anodonthyla vallani,NA,NA,NA,NA,1,NA,Insectivore,24.1,,
Anf3978,Anura,Microhylidae,Cophixalus,Cophixalus monosyllabus,NA,NA,NA,NA,1,NA,Insectivore,24.3,,
Anf4124,Anura,Microhylidae,Anodonthyla,Anodonthyla hutchisoni,NA,NA,NA,NA,1,NA,Insectivore,24.4,,
Anf1530,Anura,Dendrobatidae,Oophaga,Oophaga pumilio,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf1802,Anura,Eleutherodactylidae,Diasporus,Diasporus diastema,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf2192,Anura,Hylidae,Dendropsophus,Dendropsophus brevifrons,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf3196,Anura,Hyperoliidae,Hyperolius,Hyperolius pusillus,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf3975,Anura,Microhylidae,Cophixalus,Cophixalus mcdonaldi,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf4036,Anura,Microhylidae,Oreophryne,Oreophryne albopunctata,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf4235,Anura,Microhylidae,Hoplophryne,Hoplophryne uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf4320,Anura,Microhylidae,Ramanella,Ramanella triangularis,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf4669,Anura,Pyxicephalidae,Cacosternum,Cacosternum nanum,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf5727,Anura,Strabomantidae,Pristimantis,Pristimantis martiae,NA,NA,NA,NA,1,NA,Insectivore,25,,
Anf4073,Anura,Microhylidae,Oreophryne,Oreophryne rookmaakeri,NA,NA,NA,NA,1,NA,Insectivore,25.6,,
Anf3107,Anura,Hyperoliidae,Hyperolius,Hyperolius acuticeps,NA,NA,NA,NA,1,NA,Insectivore,26,,
Anf4051,Anura,Microhylidae,Oreophryne,Oreophryne flava,NA,NA,NA,NA,1,NA,Insectivore,26,,
Anf4057,Anura,Microhylidae,Oreophryne,Oreophryne hypsiops,NA,NA,NA,NA,1,NA,Insectivore,26,,
Anf4060,Anura,Microhylidae,Oreophryne,Oreophryne insulana,NA,NA,NA,NA,1,NA,Insectivore,26,,
Anf4074,Anura,Microhylidae,Oreophryne,Oreophryne sibilans,NA,NA,NA,NA,1,NA,Insectivore,26,,
Anf4050,Anura,Microhylidae,Oreophryne,Oreophryne ezra,NA,NA,NA,NA,1,NA,Insectivore,26.1,,
Anf2614,Anura,Hylidae,Scinax,Scinax arduous,NA,NA,NA,NA,1,NA,Insectivore,26.2,,
Anf4042,Anura,Microhylidae,Oreophryne,Oreophryne atrigularis,NA,NA,NA,NA,1,NA,Insectivore,26.3,,
Anf1015,Anura,Centrolenidae,Teratohyla,Teratohyla midas,NA,NA,NA,NA,1,NA,Insectivore,27,,
Anf2237,Anura,Hylidae,Dendropsophus,Dendropsophus parviceps,NA,NA,NA,NA,1,NA,Insectivore,27,,
Anf4502,Anura,Phrynobatrachidae,Phrynobatrachus,Phrynobatrachus graueri,NA,NA,NA,NA,1,NA,Insectivore,27,,
Anf3972,Anura,Microhylidae,Cophixalus,Cophixalus kaindiensis,NA,NA,NA,NA,1,NA,Insectivore,27.7,,
Anf4145,Anura,Microhylidae,Platypelis,Platypelis tsaratananaensis,NA,NA,NA,NA,1,NA,Insectivore,27.7,,
Anf2190,Anura,Hylidae,Dendropsophus,Dendropsophus bokermanni,NA,NA,NA,NA,1,NA,Insectivore,28,,
Anf3140,Anura,Hyperoliidae,Hyperolius,Hyperolius fusciventris,NA,NA,NA,NA,1,NA,Insectivore,28,,
Anf4143,Anura,Microhylidae,Platypelis,Platypelis pollicaris,NA,NA,NA,NA,1,NA,Insectivore,28,,
Anf4234,Anura,Microhylidae,Hoplophryne,Hoplophryne rogersi,NA,NA,NA,NA,1,NA,Insectivore,28,,
Anf3954,Anura,Microhylidae,Cophixalus,Cophixalus balbus,NA,NA,NA,NA,1,NA,Insectivore,28.2,,
Anf3962,Anura,Microhylidae,Cophixalus,Cophixalus cryptotympanum,NA,NA,NA,NA,1,NA,Insectivore,28.4,,
Anf4043,Anura,Microhylidae,Oreophryne,Oreophryne biroi,NA,NA,NA,NA,1,NA,Insectivore,28.5,,
Anf2245,Anura,Hylidae,Dendropsophus,Dendropsophus rhodopeplus,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf2510,Anura,Hylidae,Osteopilus,Osteopilus wilderi,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf4064,Anura,Microhylidae,Oreophryne,Oreophryne loriae,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf4071,Anura,Microhylidae,Oreophryne,Oreophryne parkeri,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf4076,Anura,Microhylidae,Oreophryne,Oreophryne unicolor,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf4135,Anura,Microhylidae,Cophyla,Cophyla phyllodactyla,NA,NA,NA,NA,1,NA,Insectivore,29,,
Anf4123,Anura,Microhylidae,Anodonthyla,Anodonthyla emilei,NA,NA,NA,NA,1,NA,Insectivore,29.1,,
Anf3859,Anura,Microhylidae,Gastrophrynoides,Gastrophrynoides immaculatus,NA,NA,NA,NA,1,NA,Insectivore,29.3,,
Anf4045,Anura,Microhylidae,Oreophryne,Oreophryne brevicrus,NA,NA,NA,NA,1,NA,Insectivore,29.3,,
Anf4054,Anura,Microhylidae,Oreophryne,Oreophryne geislerorum,NA,NA,NA,NA,1,NA,Insectivore,29.4,,
Anf5758,Anura,Strabomantidae,Pristimantis,Pristimantis ockendeni,NA,NA,NA,NA,1,NA,Insectivore,29.5,,
Anf4038,Anura,Microhylidae,Oreophryne,Oreophryne anamiatoi,NA,NA,NA,NA,1,NA,Insectivore,29.7,,
Anf0308,Anura,Brachycephalidae,Ischnocnema,Ischnocnema ramagii,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf1411,Anura,Cycloramphidae,Thoropa,Thoropa lutzi,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf3065,Anura,Hyperoliidae,Afrixalus,Afrixalus fulvovittatus,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf3637,Anura,Mantellidae,Mantella,Mantella laevigata,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf4034,Anura,Microhylidae,Metamagnusia,Metamagnusia slateri,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf4068,Anura,Microhylidae,Oreophryne,Oreophryne monticola,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf4142,Anura,Microhylidae,Platypelis,Platypelis milloti,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf4279,Anura,Microhylidae,Metaphrynella,Metaphrynella sundana,NA,NA,NA,NA,1,NA,Insectivore,30,,
Anf4321,Anura,Microhylidae,Ramanella,Ramanella variegata,NA,NA,NA,NA,1,NA,Insectivore,30.8,,
Anf0001,Anura,Allophrynidae,Allophryne,Allophryne ruthveni,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf0968,Anura,Centrolenidae,Espadarana,Espadarana prosoblepon,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf1531,Anura,Dendrobatidae,Oophaga,Oophaga speciosa,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf1956,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus rivularis,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf3080,Anura,Hyperoliidae,Afrixalus,Afrixalus uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf3218,Anura,Hyperoliidae,Hyperolius,Hyperolius sylvaticus,NA,NA,NA,NA,1,NA,Insectivore,31,,
Anf5817,Anura,Strabomantidae,Pristimantis,Pristimantis quaquaversus,NA,NA,NA,NA,1,NA,Insectivore,31.2,,
Anf4313,Anura,Microhylidae,Ramanella,Ramanella anamalaiensis,NA,NA,NA,NA,1,NA,Insectivore,31.3,,
Anf4016,Anura,Microhylidae,Hylophorbus,Hylophorbus rainerguentheri,NA,NA,NA,NA,1,NA,Insectivore,31.4,,
Anf4317,Anura,Microhylidae,Ramanella,Ramanella nagaoi,NA,NA,NA,NA,1,NA,Insectivore,31.5,,
Anf3012,Anura,Hylodidae,Crossodactylus,Crossodactylus aeneus,NA,NA,NA,NA,1,NA,Insectivore,31.7,,
Anf1011,Anura,Centrolenidae,Sachatamia,Sachatamia albomaculata,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf1037,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium fleischmanni,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf2118,Anura,Hylidae,Acris,Acris gryllus,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf2380,Anura,Hylidae,Hypsiboas,Hypsiboas buriti,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf2638,Anura,Hylidae,Scinax,Scinax cruentommus,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf3491,Anura,Limnodynastidae,Philoria,Philoria loveridgei,NA,NA,NA,NA,1,NA,Insectivore,32,,
Anf2019,Anura,Hemiphractidae,Flectonotus,Flectonotus pygmaeus,NA,NA,NA,NA,1,NA,Insectivore,32.4,,
Anf1821,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus antillensis,NA,NA,NA,NA,1,NA,Insectivore,33,,
Anf1856,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus eileenae,NA,NA,NA,NA,1,NA,Insectivore,33,,
Anf3128,Anura,Hyperoliidae,Hyperolius,Hyperolius cinnamomeoventris,NA,NA,NA,NA,1,NA,Insectivore,33,,
Anf3021,Anura,Hylodidae,Crossodactylus,Crossodactylus schmidti,NA,NA,NA,NA,1,NA,Insectivore,33.3,,
Anf0143,Anura,Arthroleptina,Arthroleptis,Arthroleptis poecilonotus,NA,NA,NA,NA,1,NA,Insectivore,33.4,,
Anf4130,Anura,Microhylidae,Anodonthyla,Anodonthyla rouxae,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf4253,Anura,Microhylidae,Melanobatrachus,Melanobatrachus indicus,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf5511,Anura,Strabomantidae,Pristimantis,Pristimantis acuminatus,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf5521,Anura,Strabomantidae,Pristimantis,Pristimantis altamazonicus,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf5694,Anura,Strabomantidae,Pristimantis,Pristimantis lacrimosus,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf4152,Anura,Microhylidae,Plethodontohyla,Plethodontohyla mihanika,NA,NA,NA,NA,1,NA,Insectivore,34.4,,
Anf1884,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus hedricki,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf1895,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus johnstonei,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf2187,Anura,Hylidae,Dendropsophus,Dendropsophus bifurcus,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3177,Anura,Hyperoliidae,Hyperolius,Hyperolius nitidulus,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4141,Anura,Microhylidae,Platypelis,Platypelis mavomavo,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4552,Anura,Pipidae,Hymenochirus,Hymenochirus boettgeri,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4318,Anura,Microhylidae,Ramanella,Ramanella obscura,NA,NA,NA,NA,1,NA,Insectivore,35.7,,
Anf1947,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus planirostris,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf2385,Anura,Hylidae,Hypsiboas,Hypsiboas cinerascens,NA,NA,NA,NA,1,NA,Insectivore,36.2,,
Anf3294,Anura,Leiuperidae,Physalaemus,Physalaemus cuvieri,NA,NA,NA,NA,1,NA,Insectivore,36.5,,
Anf2202,Anura,Hylidae,Dendropsophus,Dendropsophus ebraccatus,NA,NA,NA,NA,1,NA,Insectivore,37,,
Anf3144,Anura,Hyperoliidae,Hyperolius,Hyperolius guttulatus,NA,NA,NA,NA,1,NA,Insectivore,37,,
Anf1752,Anura,Dicroglossidae,Nanorana,Nanorana pleskei,NA,NA,NA,NA,1,NA,Insectivore,37.3,,
Anf1518,Anura,Dendrobatidae,Dendrobates,Dendrobates leucomelas,NA,NA,NA,NA,1,NA,Insectivore,37.5,,
Anf2117,Anura,Hylidae,Acris,Acris crepitans,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf2410,Anura,Hylidae,Hypsiboas,Hypsiboas leptolineatus,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3195,Anura,Hyperoliidae,Hyperolius,Hyperolius punctulatus,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3864,Anura,Microhylidae,Phrynella,Phrynella pulchra,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3959,Anura,Microhylidae,Cophixalus,Cophixalus cheesmanae,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf4092,Anura,Microhylidae,Sphenophryne,Sphenophryne cornuta,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf4120,Anura,Microhylidae,Xenorhina,Xenorhina varia,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf4268,Anura,Microhylidae,Kaloula,Kaloula kalingensis,NA,NA,NA,NA,1,NA,Insectivore,39.3,,
Anf0005,Anura,Alytidae,Alytes,Alytes muletensis,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf1148,Anura,Ceratophryidae,Atelognathus,Atelognathus salai,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf2721,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus dorisae,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3112,Anura,Hyperoliidae,Hyperolius,Hyperolius argus,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4137,Anura,Microhylidae,Platypelis,Platypelis alticola,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4146,Anura,Microhylidae,Platypelis,Platypelis tuberifera,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4631,Anura,Ptychadenidae,Ptychadena,Ptychadena taenioscelis,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf2321,Anura,Hylidae,Hyla,Hyla japonica,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4059,Anura,Microhylidae,Oreophryne,Oreophryne inornata,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4278,Anura,Microhylidae,Metaphrynella,Metaphrynella pollicaris,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4623,Anura,Ptychadenidae,Ptychadena,Ptychadena pumilio,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf0336,Anura,Brevicipitidae,Callulina,Callulina kisiwamsitu,NA,NA,NA,NA,1,NA,Insectivore,41.4,,
Anf2434,Anura,Hylidae,Hypsiboas,Hypsiboas punctatus,NA,NA,NA,NA,1,NA,Insectivore,41.7,,
Anf1949,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus portoricensis,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf2263,Anura,Hylidae,Dendropsophus,Dendropsophus triangulum,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf3114,Anura,Hyperoliidae,Hyperolius,Hyperolius balfouri,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf3129,Anura,Hyperoliidae,Hyperolius,Hyperolius concolor,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf4153,Anura,Microhylidae,Plethodontohyla,Plethodontohyla notosticta,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf1654,Anura,Dicroglossidae,Fejervarya,Fejervarya nepalensis,NA,NA,NA,NA,1,NA,Insectivore,42.3,,
Anf2649,Anura,Hylidae,Scinax,Scinax funereus,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf2653,Anura,Hylidae,Scinax,Scinax granulatus,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf3167,Anura,Hyperoliidae,Hyperolius,Hyperolius marmoratus,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf3194,Anura,Hyperoliidae,Hyperolius,Hyperolius puncticulatus,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf3525,Anura,Mantellidae,Boophis,Boophis laurenti,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf6169,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa peruviana,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf2312,Anura,Hylidae,Hyla,Hyla euphorbiacea,NA,NA,NA,NA,1,NA,Insectivore,43.4,,
Anf3000,Anura,Hylidae,Phyllomedusa,Phyllomedusa nordestina,NA,NA,NA,NA,1,NA,Insectivore,43.7,,
Anf3585,Anura,Mantellidae,Gephyromantis,Gephyromantis azzurrae,NA,NA,NA,NA,1,NA,Insectivore,43.7,,
Anf4563,Anura,Pipidae,Pseudhymenochirus,Pseudhymenochirus merlini,NA,NA,NA,NA,1,NA,Insectivore,43.7,,
Anf2320,Anura,Hylidae,Hyla,Hyla intermedia,NA,NA,NA,NA,1,NA,Insectivore,43.93,,
Anf2253,Anura,Hylidae,Dendropsophus,Dendropsophus sarayacuensis,NA,NA,NA,NA,1,NA,Insectivore,44,,
Anf2315,Anura,Hylidae,Hyla,Hyla femoralis,NA,NA,NA,NA,1,NA,Insectivore,44,,
Anf2984,Anura,Hylidae,Phyllomedusa,Phyllomedusa azurea,NA,NA,NA,NA,1,NA,Insectivore,44.4,,
Anf2330,Anura,Hylidae,Hyla,Hyla squirella,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf2693,Anura,Hylidae,Scinax,Scinax ruber,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf4095,Anura,Microhylidae,Xenorhina,Xenorhina arboricola,NA,NA,NA,NA,1,NA,Insectivore,46,,
Anf5696,Anura,Strabomantidae,Pristimantis,Pristimantis lanthanites,NA,NA,NA,NA,1,NA,Insectivore,46,,
Anf2136,Anura,Hylidae,Aplastodiscus,Aplastodiscus perviridis,NA,NA,NA,NA,1,NA,Insectivore,46.1,,
Anf3266,Anura,Leiopelmatidae,Leiopelma,Leiopelma hochstetteri,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4039,Anura,Microhylidae,Oreophryne,Oreophryne anthonyi,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4058,Anura,Microhylidae,Oreophryne,Oreophryne idenburgensis,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4267,Anura,Microhylidae,Kaloula,Kaloula conjuncta,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4584,Anura,Pipidae,Xenopus,Xenopus wittei,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf0251,Anura,Arthroleptina,Leptopelis,Leptopelis uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,48,,
Anf2335,Anura,Hylidae,Hyla,Hyla wrightorum,NA,NA,NA,NA,1,NA,Insectivore,48,,
Anf2722,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus lacteus,NA,NA,NA,NA,1,NA,Insectivore,48,,
Anf4341,Anura,Microhylidae,Scaphiophryne,Scaphiophryne spinosa,NA,NA,NA,NA,1,NA,Insectivore,48.3,,
Anf2328,Anura,Hylidae,Hyla,Hyla savignyi,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf3358,Anura,Leptodactylidae,Leptodactylus,Leptodactylus albilabris,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf4274,Anura,Microhylidae,Kaloula,Kaloula rugifera,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf5592,Anura,Strabomantidae,Pristimantis,Pristimantis conspicillatus,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf2652,Anura,Hylidae,Scinax,Scinax garbei,NA,NA,NA,NA,1,NA,Insectivore,49.1,,
Anf0898,Anura,Bufonidae,Werneria,Werneria preussi,NA,NA,NA,NA,1,NA,Insectivore,49.2,,
Anf0002,Anura,Alytidae,Alytes,Alytes cisternasii,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf1145,Anura,Ceratophryidae,Atelognathus,Atelognathus patagonicus,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf1520,Anura,Dendrobatidae,Dendrobates,Dendrobates tinctorius,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf2218,Anura,Hylidae,Dendropsophus,Dendropsophus leucophyllatus,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf2304,Anura,Hylidae,Hyla,Hyla arborea,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf2327,Anura,Hylidae,Hyla,Hyla sarda,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3562,Anura,Mantellidae,Boophis,Boophis tephraeomystax,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3989,Anura,Microhylidae,Cophixalus,Cophixalus riparius,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf5034,Anura,Ranidae,Rana,Rana pyrenaica,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf2302,Anura,Hylidae,Hyla,Hyla andersonii,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf2567,Anura,Hylidae,Pseudacris,Pseudacris cadaverina,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf3418,Anura,Leptodactylidae,Leptodactylus,Leptodactylus petersii,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf4571,Anura,Pipidae,Xenopus,Xenopus fraseri,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf4625,Anura,Ptychadenidae,Ptychadena,Ptychadena schillukorum,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf2395,Anura,Hylidae,Hypsiboas,Hypsiboas fasciatus,NA,NA,NA,NA,1,NA,Insectivore,51.2,,
Anf1843,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus coqui,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf2307,Anura,Hylidae,Hyla,Hyla avivoca,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf2692,Anura,Hylidae,Scinax,Scinax rostratus,NA,NA,NA,NA,1,NA,Insectivore,52.5,,
Anf1265,Anura,Craugastoridae,Craugastor,Craugastor fitzingeri,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf1412,Anura,Cycloramphidae,Thoropa,Thoropa megatympanum,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf2624,Anura,Hylidae,Scinax,Scinax boulengeri,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf5000,Anura,Ranidae,Rana,Rana asiatica,NA,NA,NA,NA,1,NA,Insectivore,53.8,,
Anf2391,Anura,Hylidae,Hypsiboas,Hypsiboas dentei,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf5880,Anura,Strabomantidae,Pristimantis,Pristimantis sulculus,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf0003,Anura,Alytidae,Alytes,Alytes dickhilleni,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf0006,Anura,Alytidae,Alytes,Alytes obstetricans,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf4339,Anura,Microhylidae,Scaphiophryne,Scaphiophryne marmorata,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf5644,Anura,Strabomantidae,Pristimantis,Pristimantis fenestratus,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf2651,Anura,Hylidae,Scinax,Scinax fuscovarius,NA,NA,NA,NA,1,NA,Insectivore,55.3,,
Anf0245,Anura,Arthroleptina,Leptopelis,Leptopelis parkeri,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf2221,Anura,Hylidae,Dendropsophus,Dendropsophus marmoratus,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf2313,Anura,Hylidae,Hyla,Hyla eximia,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf2306,Anura,Hylidae,Hyla,Hyla arenicolor,NA,NA,NA,NA,1,NA,Insectivore,57.1,,
Anf3866,Anura,Microhylidae,Stereocyclops,Stereocyclops incrassatus,NA,NA,NA,NA,1,NA,Insectivore,57.8,,
Anf0209,Anura,Arthroleptina,Leptopelis,Leptopelis aubryi,NA,NA,NA,NA,1,NA,Insectivore,58,,
Anf2095,Anura,Hemiphractidae,Stefania,Stefania riae,NA,NA,NA,NA,1,NA,Insectivore,59.5,,
Anf4334,Anura,Microhylidae,Scaphiophryne,Scaphiophryne boribory,NA,NA,NA,NA,1,NA,Insectivore,59.8,,
