Group/common name,Class,Subclass,Superorder,Order,Family,Genus,Species,"Lmax (Maximum length, cm)",Troph,MainFood,FeedingType,Fresh,Brack,Saltwater,DepthRangeShallow,DepthRangeDeep
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Lepidotrigla,papilio,24.40,3.50,,,FALSE,FALSE,TRUE,,60
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Prionotus,punctatus,40.00,3.77,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,190
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,queketti,35.00,3.88,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,150
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Prionotus,roseus,20.00,3.50,,,FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Prionotus,scitulus,25.00,4.06,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,45
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Triglidae,Prionotus,stephanophrys,43.00,3.50,zooplankton,hunting macrofauna (predator),FALSE,TRUE,TRUE,15,110
,,,,,,,,,,,,,,,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Akysidae,Akysis,brachybarbatus,4.80,3.12,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Akysidae,Acrochordonichthys,gyrinus,8.75,3.19,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Akysidae,Akysis,maculipinnis,3.82,3.08,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Akysidae,Acrochordonichthys,rugosus,13.42,3.25,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Akysidae,Akysis,variegatus,4.30,3.10,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amblycipitidae,Liobagrus,kingi,12.77,3.23,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amblycipitidae,Amblyceps,mangois,15.25,3.20,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amblycipitidae,Liobagrus,reinii,12.77,3.23,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Zaireichthys,dorae,3.29,2.99,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Amphilius,jacksonii,15.00,2.96,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Zaireichthys,mandevillei,3.21,2.99,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Amphilius,natalensis,15.25,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Tetracamphilius,pectinatus,4.11,2.99,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Zaireichthys,rotundiceps,4.62,2.98,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Amphilius,uranoscopus,19.50,2.86,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Amphiliidae,Zaireichthys,zonatus,2.50,3.00,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Argentinidae,Argentina,aliceae,18.30,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,100,300
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,africanus,54.90,3.80,,variable,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,argyropleuron,46.00,3.41,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,arius,48.80,3.50,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,armiger,48.19,3.68,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Galeichthys,ater,45.00,3.56,zoobenthos,,FALSE,FALSE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,augustus,73.20,4.50,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Bagre,bagre,55.00,4.01,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,berneyi,54.90,3.07,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hemipimelodus,bicolor,35.00,3.04,,,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,bilineatus,75.64,3.66,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hemipimelodus,borneensis,36.60,3.05,,,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,caelatus,45.00,4.02,nekton,variable,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,carinatus,48.80,3.11,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,coatesi,91.50,2.99,zoobenthos,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,couma,97.00,3.44,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,crassilabris,61.00,2.57,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,crossocheilos,40.00,3.50,,hunting macrofauna (predator),FALSE,TRUE,TRUE,10,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,danielsi,54.90,3.60,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cathorops,dasycephalus,29.00,4.40,,,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hemipimelodus,daugueti,26.00,3.04,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Nedystoma,dayi,24.40,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,dispar,30.87,3.67,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,dowii,90.00,4.03,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,dussumieri,75.64,4.02,,hunting macrofauna (predator),TRUE,TRUE,TRUE,20,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Galeichthys,feliceps,55.00,3.47,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,120
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Ariopsis,felis,70.00,3.29,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cinetodus,froggatti,58.56,3.22,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cathorops,fuerthii,28.00,4.40,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Sciades,herzbergii,54.00,3.28,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,heudelotii,83.00,3.77,zoobenthos,variable,FALSE,TRUE,TRUE,40,75
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,intermedius,15.00,3.98,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,jella,30.00,3.50,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,latirostris,61.00,3.45,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,latiscutatus,70.00,3.34,zoobenthos,variable,TRUE,TRUE,TRUE,,70
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,leptaspis,73.20,4.18,nekton,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,macrorhynchus,61.00,2.95,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,maculatus,80.00,3.36,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,50,100
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,manillensis,36.11,3.52,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Bagre,marinus,69.00,3.28,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cathorops,melanopus,30.94,4.43,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,midgleyi,170.80,4.11,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Osteogeneiosus,militaris,35.00,3.98,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Batrachocephalus,mino,25.00,3.97,,,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,nox,36.60,2.88,zooplankton,selective plankton feeding,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,oetik,22.50,3.44,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,parkeri,183.00,4.11,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,parkii,75.00,4.06,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,50,80
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Bagre,pinnimaculatus,95.00,4.50,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Notarius,planiceps,59.00,3.61,,,FALSE,FALSE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,platypogon,45.00,3.63,zoobenthos,,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,platystomus,15.00,3.50,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,polystaphylodon,42.70,3.50,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,proops,100.00,4.35,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,proximus,56.12,4.01,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Aspistor,quadriscutis,50.00,3.50,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,robertsi,48.80,2.26,,variable,TRUE,FALSE,FALSE,,3
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,sagor,45.00,3.11,,,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Hexanematichthys,seemanni,35.00,3.57,,,TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,sinensis,44.04,3.49,,,FALSE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,solidus,73.20,2.95,zoobenthos,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,sona,92.00,4.00,,,FALSE,TRUE,TRUE,50,60
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cochlefelis,spatula,73.20,3.60,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Cathorops,spixii,30.00,3.46,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,stormii,50.00,3.96,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,subrostratus,57.35,2.83,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,20
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,sumatranus,32.00,3.50,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,tenuispinis,36.00,4.01,,hunting macrofauna (predator),FALSE,TRUE,TRUE,20,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,thalassinus,185.00,3.10,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,10,195
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Notarius,troschelii,52.00,4.50,,,FALSE,FALSE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,truncatus,51.24,4.02,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Ketengus,typus,25.00,3.75,zooplankton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,utarus,67.10,3.00,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,velutinus,73.20,2.70,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Ariidae,Arius,venosus,30.00,4.00,,,FALSE,TRUE,TRUE,20,50
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Aspredinidae,Bunocephalus,aleuropsis,11.10,2.60,,grazing on aquatic plants,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Aspredinidae,Bunocephalus,coracoideus,13.42,3.79,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Aspredinidae,Bunocephalus,doriae,9.88,3.15,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Astroblepidae,Astroblepus,cyclopus,3.66,3.19,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Astroblepidae,Astroblepus,pholeter,8.54,3.20,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Astroblepidae,Astroblepus,riberae,10.98,3.39,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Epapterus,blohmi,10.37,3.15,,grazing on aquatic plants,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Auchenipterus,dentatus,14.76,3.35,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Epapterus,dispilurus,15.01,4.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Trachelyopterus,galeatus,26.84,3.26,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Ageneiosus,inermis,59.00,3.98,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Tatia,intermedia,14.64,3.50,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Centromochlus,macracanthus,8.66,3.26,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Pseudauchenipterus,nodosus,26.84,2.00,,grazing on aquatic plants,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Auchenipterus,nuchalis,18.79,3.77,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Tatia,perugiae,6.10,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Auchenipterichthys,punctatus,18.42,2.74,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Tatia,strigata,8.00,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Auchenipteridae,Ageneiosus,ucayalensis,34.53,4.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,albolineatus,42.70,3.65,zooplankton,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Sperata,aor,180.00,3.69,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,armatus,17.69,3.33,,,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,atrifasciatus,18.30,3.04,zooplankton,selective plankton feeding,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,auratus auratus,42.70,3.66,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,auratus longifilis,30.00,3.34,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Bagrus,bajad,124.32,3.84,zoobenthos,,TRUE,FALSE,FALSE,,60
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Auchenoglanis,biscutatus,65.88,3.08,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,bleekeri,15.50,3.31,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,bocourti,29.28,3.50,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,brachynema,77.00,3.89,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Horabagrus,brachysoma,45.00,3.48,,,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Bagrus,caeruleus,25.62,3.52,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Mystus,cavasius,48.80,3.49,,,TRUE,TRUE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Lophiobagrus,cyclurus,9.76,3.30,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Bagrus,degeni,55.00,3.67,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Bagrus,docmak,70.53,3.33,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,0,80
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,filamentosus,34.16,2.73,zoobenthos,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Pelteobagrus,fulvidraco,34.50,3.63,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Austroglanis,gilli,15.49,3.30,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Rita,gogra,26.00,3.40,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,grandis,63.00,4.50,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,Bagridae,Chrysichthys,graueri,36.00,4.25,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
