Group/common name,Class,Subclass,Superorder,Order,Family,Genus,Species,"Lmax (Maximum length, cm)",Troph,MainFood,FeedingType,Fresh,Brack,Saltwater,DepthRangeShallow,DepthRangeDeep
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,haematopterus,24.16,3.11,zoobenthos,variable,FALSE,FALSE,TRUE,0,21
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,hippocampus,15.00,3.15,,variable,FALSE,FALSE,TRUE,,60
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,histrix,17.00,3.45,,variable,FALSE,FALSE,TRUE,,82
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,ingens,30.00,3.26,,sucking food-containing material,FALSE,FALSE,TRUE,0,60
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,intestinalis,19.52,3.25,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,20,68
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Doryrhamphus,japonicus,8.50,3.73,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,jayakari,16.56,3.47,,,FALSE,FALSE,TRUE,,20
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Enneacampus,kaupi,20.00,3.37,zooplankton,selective plankton feeding,TRUE,TRUE,FALSE,10,13
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,kelloggi,16.56,3.47,,,FALSE,FALSE,TRUE,,120
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,kuda,30.00,3.59,,,FALSE,TRUE,TRUE,,68
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,leptorhynchus,33.00,3.24,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Nerophis,lumbriciformis,17.00,4.03,,,FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Nerophis,maculatus,30.00,3.40,,,FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Doryichthys,martensii,18.30,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,minotaur,16.56,3.47,,,FALSE,FALSE,TRUE,64,100
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,mohnikei,16.56,3.75,,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Doryrhamphus,multiannulatus,19.00,3.78,,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,45
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Nerophis,ophidion,30.00,4.01,,,FALSE,TRUE,TRUE,2,15
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Bhanotia,pauciradiata,3.92,3.11,,,FALSE,FALSE,TRUE,10,12
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippichthys,penicillus,21.96,3.38,,,TRUE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Vanacampus,phillipi,22.45,2.88,zooplankton,,FALSE,TRUE,TRUE,,24
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,phlegon,20.00,3.45,,,FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,reidi,16.56,3.44,,,FALSE,TRUE,TRUE,0,55
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,rostellatus,17.00,3.69,,selective plankton feeding,FALSE,TRUE,TRUE,0,15
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,schlegeli,30.00,3.77,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,schmidti,11.00,3.00,zooplankton,selective plankton feeding,TRUE,TRUE,FALSE,0,100
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,schultzi,16.00,3.75,,variable,FALSE,FALSE,TRUE,2,30
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,scovelli,22.33,3.33,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,6
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Mitotichthys,semistriatus,32.64,3.08,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,,3
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Trachyrhamphus,serratus,30.00,3.74,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippichthys,spicifer,18.00,3.35,,,FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,spinosissimus,16.56,3.47,,,FALSE,TRUE,TRUE,,70
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,subelongatus,16.56,3.47,,,FALSE,FALSE,TRUE,1,25
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Phyllopteryx,taeniolatus,46.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,50
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,taenionotus,19.00,3.29,,,FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,trimaculatus,22.00,3.76,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,100
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,typhle,35.00,4.31,zooplankton,selective plankton feeding,FALSE,TRUE,TRUE,1,20
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Bryx,veleronis,7.32,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,27,37
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,whitei,16.56,3.47,,,FALSE,FALSE,TRUE,1,46
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Maroubra,yasudai,19.70,3.77,,hunting macrofauna (predator),FALSE,FALSE,TRUE,28,30
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,zebra,16.56,3.47,,,FALSE,FALSE,TRUE,,69
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,zosterae,5.00,3.20,,,FALSE,FALSE,TRUE,,2
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,Synodontidae,Synodus,poeyi,25.00,4.49,,hunting macrofauna (predator),FALSE,FALSE,TRUE,27,320
,,,,,,,,,,,,,,,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Chanidae,Chanos,chanos,219.60,2.03,plants,grazing on aquatic plants,TRUE,TRUE,TRUE,0,30
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Gonorynchidae,Gonorynchus,gonorynchus,60.00,3.33,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,200
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Kneriidae,Parakneria,fortuita,6.95,2.00,,variable,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Kneriidae,Kneria,ruaha,6.80,2.00,,browsing on substrate,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Kneriidae,Kneria,uluguru,5.29,2.00,,grazing on aquatic plants,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gonorynchiformes,Phractolaemidae,Phractolaemus,ansorgii,19.00,2.00,,,TRUE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Apteronotidae,Apteronotus,albifrons,50.00,3.03,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Apteronotidae,Apteronotus,cuchillejo,18.90,3.50,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,anguillaris,36.60,3.35,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,arapaima,55.00,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,carapo,60.00,2.99,zoobenthos,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,curupira,23.50,,,,TRUE,FALSE,FALSE,0,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Electrophorus,electricus,305.00,4.45,nekton,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,jonasi,13.50,2.50,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,mamiraua,24.30,3.33,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,melanopleura,9.90,3.10,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,onca,11.60,3.11,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,ucamara,19.00,3.14,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Gymnotidae,Gymnotus,varzea,28.50,,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Hypopomidae,Hypopomus,artedi,33.10,3.20,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Hypopomidae,Brachyhypopomus,beebei,24.89,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Hypopomidae,Steatogenys,duidae,20.90,3.17,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Hypopomidae,Brachyhypopomus,pinnicaudatus,18.60,3.17,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Rhamphichthyidae,Rhamphichthys,rostratus,100.00,3.50,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Sternopygus,branco,49.20,,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Rhabdolichops,caviceps,31.00,3.00,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Sternopygus,macrurus,140.50,3.20,zoobenthos,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Sternopygus,obtusirostris,56.00,3.00,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Eigenmannia,trilineata,25.00,3.00,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Eigenmannia,vicentespelaea,12.00,3.00,,,TRUE,FALSE,FALSE,,
"Minnows, Characins, and Catfishes",Actinopterygii,Neopterygii,Ostariophysi,Gymnotiformes,Sternopygidae,Eigenmannia,virescens,35.00,3.00,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,francisci,122.00,3.20,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,2,150
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,galeatus,152.00,3.67,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,93
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,japonicus,120.00,3.62,,hunting macrofauna (predator),FALSE,FALSE,TRUE,6,37
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,mexicanus,70.00,3.48,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,50
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,portusjacksoni,165.00,3.45,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,275
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,quoyi,130.54,3.54,,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,40
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,ramalheira,83.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,40,275
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Heterodontiformes,Heterodontidae,Heterodontus,zebra,125.00,4.01,,hunting macrofauna (predator),FALSE,FALSE,TRUE,50,200
,,,,,,,,,,,,,,,,
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus,anguineus,200.00,4.21,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,1570
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Hexanchiformes,Hexanchidae,Notorynchus,cepedianus,300.00,4.60,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,570
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Hexanchiformes,Hexanchidae,Hexanchus,griseus,482.00,4.28,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,2307
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Hexanchiformes,Hexanchidae,Hexanchus,nakamurai,180.00,4.24,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,600
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Hexanchiformes,Hexanchidae,Heptranchias,perlo,140.00,4.16,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,1000
,,,,,,,,,,,,,,,,
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Alopiidae,Alopias,pelagicus,383.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,300
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Alopiidae,Alopias,superciliosus,487.98,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,500
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Alopiidae,Alopias,vulpinus,760.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,550
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Cetorhinidae,Cetorhinus,maximus,980.00,3.20,zooplankton,filtering plankton,FALSE,FALSE,TRUE,0,2000
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Lamnidae,Carcharodon,carcharias,720.00,4.53,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,0,1280
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Lamnidae,Lamna,ditropis,305.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,650
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Lamnidae,Lamna,nasus,350.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,715
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Lamnidae,Isurus,oxyrinchus,400.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,740
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Lamnidae,Isurus,paucus,417.00,4.50,nekton,,FALSE,FALSE,TRUE,0,200
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Megachasmidae,Megachasma,pelagios,549.00,3.38,zooplankton,filtering plankton,FALSE,FALSE,TRUE,5,166
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Mitsukurinidae,Mitsukurina,owstoni,385.00,4.14,,hunting macrofauna (predator),FALSE,FALSE,TRUE,30,1300
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Odontaspididae,Odontaspis,ferox,367.00,4.16,,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,530
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Odontaspididae,Carcharias,taurus,320.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,191
"Sharks, Rays, and Chimaeras",Chondrichthyes,Elasmobranchii,Euselachii,Lamniformes,Pseudocarchariidae,Pseudocarcharias,kamoharai,110.00,4.21,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,590
,,,,,,,,,,,,,,,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Lampridae,Lampris,guttatus,200.00,4.22,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,100,400
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Lampridae,Lampris,immaculatus,110.00,4.03,,variable,FALSE,FALSE,TRUE,50,485
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Lobotidae,Lobotes,surinamensis,110.00,4.04,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Lophiidae,Lophius,piscatorius,244.00,4.45,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,20,1000
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Radiicephalidae,Radiicephalus,elongatus,76.00,3.87,,variable,FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Regalecidae,Regalecus,glesne,1100.00,3.20,,selective plankton feeding,FALSE,FALSE,TRUE,20,1000
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Stylephoridae,Stylephorus,chordatus,34.16,3.00,,variable,FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Trachipterus,altivelis,183.00,3.90,nekton,,FALSE,FALSE,TRUE,0,900
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Trachipterus,arcticus,300.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,300,600
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Zu,cristatus,143.96,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,90
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Trachipterus,jacksonensis,220.00,3.17,zooplankton,selective plankton feeding,FALSE,TRUE,TRUE,,1000
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Desmodema,polystictum,110.00,4.15,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Opahs, Squirrelfish, Dories, Pipefish, and Sculpins",Actinopterygii,Neopterygii,Lampridiomorpha,Lampridiformes,Trachipteridae,Trachipterus,trachypterus,300.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,100,600
,,,,,,,,,,,,,,,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Lepidosirenidae,Lepidosiren,paradoxa,125.00,3.11,,variable,TRUE,FALSE,FALSE,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,aethiopicus aethiopicus,200.00,3.43,,hunting macrofauna (predator),TRUE,FALSE,FALSE,0,60
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,aethiopicus congicus,100.00,3.37,,,TRUE,FALSE,FALSE,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,amphibius,44.30,3.29,,,TRUE,FALSE,FALSE,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,annectens annectens,100.00,3.83,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,annectens brieni,90.00,3.36,,,TRUE,FALSE,FALSE,,
Relict Bony Fishes,Osteichthyes,Sarcopterygii,Ostariophysi,Lepidosireniformes,Protopteridae,Protopterus,dolloi,130.00,3.20,,,TRUE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,
Relict Bony Fishes,Osteichthyes,Actinopterygii,,Lepisoteiformes,Lepisosteidae,Lepisosteus,oculatus,112.00,4.00,,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
